#SLINE  RLINE  SOU_X  SOU_Y  REC_X  REC_Y  OFFSET  SR_AZIM  REC_ELEV  SOURCE  NODE  SRF_SLOC  FB_PICK  FB_SMTH  EVENT
25130019 366202 287352.90000 7440843.90000 289989.40000 7445246.80000 5131.92563 30.91359 103.00000 2585 185 1946 2330.76611 2325.70703 add
25130019 366202 287352.90000 7440843.90000 289976.90000 7445268.60000 5144.25370 30.66941 103.00000 2585 186 1940 83.56635 132.28510 add
25130019 366202 287352.90000 7440843.90000 289964.50000 7445290.20000 5156.55294 30.42848 103.00000 2585 187 1934 132.28510 126.15228 add
25130019 366202 287352.90000 7440843.90000 289952.00000 7445312.00000 5169.06553 30.18662 103.00000 2585 188 1928 126.15228 132.28510 add
25130019 366202 287352.90000 7440843.90000 289939.09000 7445333.40000 5181.11851 29.94422 103.00000 2585 189 1922 2346.74609 2346.74609 add
25130019 366202 287352.90000 7440843.90000 289926.30000 7445355.10000 5193.58383 29.70246 103.00000 2585 190 1916 2351.51172 2351.51172 add
25130019 366202 287352.90000 7440843.90000 289913.90000 7445376.90000 5206.42008 29.46506 103.00000 2585 191 1910 2355.51953 2351.51172 add
25130019 366202 287352.90000 7440843.90000 289902.09000 7445398.80000 5219.72065 29.23394 103.00000 2585 192 1904 3.00000 3.40000 add
25130019 366202 287352.90000 7440843.90000 289889.80000 7445420.60000 5232.78554 28.99994 103.00000 2585 193 1898 3.40000 3.40000 add
25130019 366202 287352.90000 7440843.90000 289877.40000 7445442.20000 5245.70902 28.76710 103.00000 2585 194 1892 3.40000 3.40000 add
25130019 366202 287352.90000 7440843.90000 289864.90000 7445464.00000 5258.84664 28.53342 103.00000 2585 195 1886 3.20000 3.20000 add
25130019 366202 287352.90000 7440843.90000 289852.40000 7445485.70000 5271.98326 28.30142 103.00000 2585 196 1880 3.20000 3.20000 add
25130019 366202 287352.90000 7440843.90000 289839.80000 7445507.30000 5285.07059 28.07013 102.00000 2585 197 1874 3.40000 3.40000 add
25130019 366202 287352.90000 7440843.90000 289827.30000 7445528.90000 5298.29032 27.84094 102.00000 2585 198 1868 2376.38672 2370.10718 add
25130019 366202 287352.90000 7440843.90000 289814.50000 7445550.30000 5311.27814 27.61103 102.00000 2585 199 1862 2370.10718 2372.76978 add
25130019 366202 287352.90000 7440843.90000 289801.70000 7445571.70000 5324.35107 27.38224 102.00000 2585 200 1856 2372.76978 2372.76978 add
25130019 366202 287352.90000 7440843.90000 289788.90000 7445593.10000 5337.50847 27.15458 102.00000 2585 201 1850 2375.75391 2372.76978 add
25130019 366202 287352.90000 7440843.90000 289776.00000 7445614.80000 5350.97191 26.92563 102.00000 2585 202 1844 112.67963 124.75394 add
25130019 366202 287352.90000 7440843.90000 289763.40000 7445636.40000 5364.56583 26.70118 102.00000 2585 203 1838 124.75394 124.75394 add
25130019 366202 287352.90000 7440843.90000 289750.00000 7445657.30000 5377.25841 26.47356 102.00000 2585 204 1832 129.19144 124.75394 add
25130019 366202 287352.90000 7440843.90000 289735.90000 7445678.30000 5389.81561 26.23987 103.00000 2585 205 1826 102.11723 129.19144 add
25130019 366202 287352.90000 7440843.90000 289722.40000 7445699.50000 5402.90492 26.01206 102.00000 2585 206 1820 151.80855 119.72260 add
25130019 366202 287352.90000 7440843.90000 289710.59000 7445721.90000 5417.89499 25.79593 102.00000 2585 207 1814 119.72260 151.80855 add
25130019 366202 287352.90000 7440843.90000 289699.80000 7445744.60000 5433.67280 25.58933 102.00000 2585 208 1808 2391.64453 119.72260 add
25130019 366202 287352.90000 7440843.90000 289688.70000 7445767.00000 5449.11692 25.38234 102.00000 2585 209 1802 3.20000 3.20000 add
25130019 366202 287352.90000 7440843.90000 289676.90000 7445789.10000 5464.06250 25.17121 102.00000 2585 210 1796 3.20000 3.20000 add
25130019 366202 287352.90000 7440843.90000 289664.70000 7445810.90000 5478.64109 24.95877 102.00000 2585 211 1790 3.40000 3.20000 add
25130019 366202 287352.90000 7440843.90000 289652.00000 7445832.50000 5492.90367 24.74360 102.00000 2585 212 1784 3.20000 3.20000 add
25130019 366202 287352.90000 7440843.90000 289638.90000 7445854.00000 5506.98629 24.52619 102.00000 2585 213 1778 3.00000 3.20000 add
25130019 366202 287352.90000 7440843.90000 289626.30000 7445875.60000 5521.44478 24.31419 102.00000 2585 214 1772 3.20000 3.00000 add
25130019 366202 287352.90000 7440843.90000 289613.90000 7445897.40000 5536.24270 24.10435 101.00000 2585 215 1766 3.00000 3.20000 add
25130019 366202 287352.90000 7440843.90000 289601.20000 7445919.20000 5550.99297 23.89280 101.00000 2585 216 1760 80.33988 80.33988 add
25130019 366202 287352.90000 7440843.90000 289588.70000 7445940.80000 5565.71570 23.68508 101.00000 2585 217 1754 87.43364 87.43364 add
25130019 366202 287352.90000 7440843.90000 289576.20000 7445962.50000 5580.60291 23.47806 101.00000 2585 218 1748 98.27348 97.25385 add
25130019 366202 287352.90000 7440843.90000 289563.50000 7445984.00000 5595.29985 23.27106 101.00000 2585 219 1742 97.25385 98.27348 add
25130019 366202 287352.90000 7440843.90000 289550.70000 7446005.60000 5610.12226 23.06382 101.00000 2585 220 1736 105.15229 97.25385 add
25130019 366202 287352.90000 7440843.90000 289537.80000 7446027.30000 5625.07098 22.85633 101.00000 2585 221 1730 88.64838 88.64838 add
25130019 366202 287352.90000 7440843.90000 289525.00000 7446048.70000 5639.85474 22.65206 101.00000 2585 222 1724 61.44525 61.44525 add
25130019 366202 287352.90000 7440843.90000 289512.20000 7446070.30000 5654.89465 22.44809 101.00000 2555 223 1718 28.09379 28.09379 add
25130019 366202 287352.90000 7440843.90000 289499.20000 7446091.50000 5669.55990 22.24486 101.00000 2585 224 1712 13.00000 13.00000 add
25130019 366202 287352.90000 7440843.90000 289486.20000 7446113.20000 5684.75957 22.04079 101.00000 2585 225 1706 3.40000 3.40000 add
25130019 366202 287352.90000 7440843.90000 289473.50000 7446134.80000 5700.04975 21.84098 101.00000 2585 226 1700 3.20000 3.20000 add
25130019 366202 287352.90000 7440843.90000 289461.70000 7446156.70000 5716.01971 21.64952 101.00000 2585 227 1694 3.00000 3.20000 add
25130019 366202 287352.90000 7440843.90000 289449.30000 7446178.50000 5731.74058 21.45392 101.00000 2585 228 1688 11.60000 11.60000 add
25130019 366202 287352.90000 7440843.90000 289436.70000 7446200.00000 5747.17580 21.25861 101.00000 2585 229 1682 517.32428 66.56635 add
25130019 366202 287352.90000 7440843.90000 289424.00000 7446221.50000 5762.64149 21.06342 101.00000 2585 230 1676 66.56635 101.77737 add
25130019 366202 287352.90000 7440843.90000 289411.50000 7446243.40000 5778.61871 20.86972 101.00000 2585 231 1670 101.77737 101.77737 add
25130019 366202 287352.90000 7440843.90000 289399.30000 7446265.20000 5794.67399 20.68022 101.00000 2585 232 1664 110.12494 110.12494 add
25130019 366202 287352.90000 7440843.90000 289386.90000 7446287.00000 5810.72230 20.48992 101.00000 2585 233 1658 122.32026 122.32026 add
25130019 366202 287352.90000 7440843.90000 289374.70000 7446308.90000 5826.99753 20.30217 101.00000 2585 234 1652 131.88286 131.88286 add
25130019 366202 287352.90000 7440843.90000 289362.09000 7446330.80000 5843.19400 20.11169 101.00000 2535 235 1646 142.00786 131.88286 add
25130019 366202 287352.90000 7440843.90000 289349.20000 7446352.10000 5858.79518 19.92170 101.00000 2585 236 1640 54.20316 63.00385 add
25130019 366202 287352.90000 7440843.90000 289336.20000 7446373.30000 5874.32917 19.73203 100.00000 2585 237 1634 63.00385 54.20316 add
25130019 366202 287352.90000 7440843.90000 289324.80000 7446395.60000 5891.49917 19.55445 100.00000 2585 238 1628 34.50786 34.50786 add
25130019 366202 287352.90000 7440843.90000 289316.40000 7446419.20000 5910.94767 19.40116 100.00000 2585 239 1622 4.60000 4.60000 add
25130019 366202 287352.90000 7440843.90000 289310.40000 7446443.40000 5931.79623 19.26885 100.00000 2585 240 1616 2.80000 2.80000 add
