#SLINE  RLINE  SOU_X  SOU_Y  REC_X  REC_Y  OFFSET  SR_AZIM  REC_ELEV  SOURCE  NODE  SRF_SLOC  FB_PICK  FB_SMTH  EVENT
25130019 366202 287352.90000 7440843.90000 291889.20000 7441946.80000 4668.44793 76.33495 101.00000 2585 33 2858 2090.46094 2095.30664 delete
25130019 366202 287352.90000 7440843.90000 291876.80000 7441968.50000 4661.58732 76.03977 100.00000 2585 34 2852 2248.37109 2245.31641 delete
25130019 366202 287352.90000 7440843.90000 291864.30000 7441990.30000 4654.77850 75.74224 100.00000 2585 35 2846 2245.31641 2245.31641 delete
25130019 366202 287352.90000 7440843.90000 291852.59000 7442012.30000 4648.91048 75.44391 100.00000 2585 36 2840 2242.52100 2242.52100 delete
25130019 366202 287352.90000 7440843.90000 291840.00000 7442033.90000 4642.21568 75.14681 100.00000 2585 37 2834 2172.44141 2172.44141 delete
25130019 366202 287352.90000 7440843.90000 291827.80000 7442055.70000 4636.07477 74.84775 100.00000 2585 38 2828 2169.10547 2169.10547 delete
25130019 366202 287352.90000 7440843.90000 291815.50000 7442077.40000 4629.93747 74.54876 100.00000 2585 39 2822 2165.52734 2165.52734 delete
25130019 366202 287352.90000 7440843.90000 291803.09000 7442099.10000 4623.82072 74.24861 100.00000 2585 40 2816 2162.57031 2162.57031 delete
25130019 366202 287352.90000 7440843.90000 291790.40000 7442120.70000 4617.53446 73.94791 100.00000 2585 41 2810 2159.95679 2159.95679 delete
25130019 366202 287352.90000 7440843.90000 291777.50000 7442142.30000 4611.17422 73.64566 101.00000 2585 42 2804 108.51948 142.77739 delete
25130019 366202 287352.90000 7440843.90000 291764.20000 7442163.50000 4604.44479 73.34593 100.00000 2585 43 2798 142.77739 142.77739 delete
25130019 366202 287352.90000 7440843.90000 291750.90000 7442184.80000 4597.87090 73.04413 100.00000 2585 44 2792 195.93353 171.51956 delete
25130019 366202 287352.90000 7440843.90000 291737.80000 7442205.90000 4591.55660 72.74461 100.00000 2585 45 2786 171.51956 195.93353 delete
25130019 366202 287352.90000 7440843.90000 291725.40000 7442227.70000 4586.24669 72.43857 100.00000 2585 46 2780 2112.46484 2110.71484 delete
25130019 366202 287352.90000 7440843.90000 291713.80000 7442250.00000 4581.98276 72.12894 100.00000 2585 47 2774 2110.71484 2110.83203 delete
25130019 366202 287352.90000 7440843.90000 291701.70000 7442272.00000 4577.28424 71.82037 100.00000 2585 48 2768 2110.83203 2110.71484 delete
25130019 366202 287352.90000 7440843.90000 291689.50000 7442293.90000 4572.59221 71.51195 100.00000 2585 49 2762 2109.35547 2109.35547 delete
25130019 366202 287352.90000 7440843.90000 291677.40000 7442316.00000 4568.19206 71.20095 101.00000 2585 50 2756 2107.34766 2107.34766 delete
25130019 366202 287352.90000 7440843.90000 291665.09000 7442337.90000 4563.66285 70.89086 100.00000 2585 51 2750 2104.83203 2104.83203 delete
25130019 366202 287352.90000 7440843.90000 291652.59000 7442359.60000 4559.02189 70.58174 100.00000 2585 52 2744 2102.93750 2102.93750 delete
25130019 366202 287352.90000 7440843.90000 291640.20000 7442381.40000 4554.65120 70.27129 100.00000 2585 53 2738 2100.40625 2100.40625 delete
25130019 366202 287352.90000 7440843.90000 291627.50000 7442402.90000 4550.02046 69.96246 100.00000 2585 54 2732 2098.37891 2098.37891 delete
25130019 366202 287352.90000 7440843.90000 291614.50000 7442424.30000 4545.20613 69.65287 100.00000 2585 55 2726 2096.23047 2096.23047 delete
25130019 366202 287352.90000 7440843.90000 291601.00000 7442445.40000 4539.95109 69.34396 100.00000 2585 56 2720 2095.01562 2095.01562 delete
25130019 366202 287352.90000 7440843.90000 291588.09000 7442466.90000 4535.52239 69.03228 100.00000 2585 57 2714 2039.53516 2039.53516 delete
25130019 366202 287352.90000 7440843.90000 291576.40000 7442489.20000 4532.65533 68.71618 100.00000 2585 58 2708 2036.74219 2039.53516 delete
25130019 366202 287352.90000 7440843.90000 291564.80000 7442511.20000 4529.89966 68.40364 100.00000 2585 59 2702 2090.87891 2089.38672 delete
25130019 366202 287352.90000 7440843.90000 291552.80000 7442533.10000 4526.87051 68.09001 100.00000 2585 60 2696 2089.38672 2089.38672 delete
25130019 366202 287352.90000 7440843.90000 291540.59000 7442554.90000 4523.74497 67.77613 100.00000 2585 61 2690 3.20000 3.20000 delete
25130019 366202 287352.90000 7440843.90000 291528.50000 7442576.60000 4520.82787 67.46359 100.00000 2585 62 2684 3.20000 3.20000 delete
25130019 366202 287352.90000 7440843.90000 291516.09000 7442598.30000 4517.75058 67.14907 101.00000 2585 63 2678 3.20000 3.20000 delete
25130019 366202 287352.90000 7440843.90000 291503.40000 7442620.10000 4514.59153 66.83157 101.00000 2585 64 2672 2033.53784 129.21869 delete
25130019 366202 287352.90000 7440843.90000 291490.50000 7442641.60000 4511.25914 66.51607 100.00000 2585 65 2666 129.21869 129.21869 delete
25130019 366202 287352.90000 7440843.90000 291477.40000 7442662.90000 4507.80005 66.20141 100.00000 2585 66 2660 109.75394 109.75394 delete
25130019 366202 287352.90000 7440843.90000 291464.59000 7442684.20000 4504.74181 65.88778 100.00000 2585 67 2654 105.24994 105.24994 delete
25130019 366202 287352.90000 7440843.90000 291451.50000 7442705.60000 4501.60514 65.57111 100.00000 2565 68 2648 104.41801 105.24994 delete
25130019 366202 287352.90000 7440843.90000 291438.09000 7442727.00000 4498.31557 65.25229 100.00000 2585 69 2642 221.82425 166.26176 delete
25130019 366202 287352.90000 7440843.90000 291425.09000 7442748.40000 4495.53686 64.93524 100.00000 2585 70 2636 166.26176 221.82425 delete
25130019 366202 287352.90000 7440843.90000 291413.00000 7442770.30000 4493.93246 64.61701 100.00000 2585 71 2630 2024.30469 2023.80469 delete
25130019 366202 287352.90000 7440843.90000 291401.40000 7442792.50000 4493.03842 64.29783 100.00000 2585 72 2624 2023.80469 2023.80469 delete
25130019 366202 287352.90000 7440843.90000 291389.09000 7442814.20000 4491.42648 63.98030 100.00000 2585 73 2618 3.20000 3.20000 delete
25130019 366202 287352.90000 7440843.90000 291376.50000 7442836.00000 4489.74603 63.65981 100.00000 2585 74 2612 3.20000 3.20000 delete
25130019 366202 287352.90000 7440843.90000 291364.00000 7442857.80000 4488.28658 63.33961 100.00000 2585 75 2606 3.20000 3.20000 delete
25130019 366202 287352.90000 7440843.90000 291351.50000 7442879.50000 4486.92203 63.02035 100.00000 2585 76 2600 2019.71484 2018.89062 delete
25130019 366202 287352.90000 7440843.90000 291338.59000 7442901.00000 4485.24082 62.70077 100.00000 2585 77 2594 2018.89062 2018.89062 delete
25130019 366202 287352.90000 7440843.90000 291325.40000 7442922.20000 4483.31207 62.38270 100.00000 2585 78 2588 2017.58984 2017.58984 delete
25130019 366202 287352.90000 7440843.90000 291311.70000 7442943.10000 4480.93049 62.06471 100.00000 2585 79 2582 2016.19141 2016.19141 delete
25130019 366202 287352.90000 7440843.90000 291297.59000 7442964.00000 4478.32594 61.74390 100.00000 2585 80 2576 150.42972 150.42972 delete
25130019 366202 287352.90000 7440843.90000 291283.70000 7442984.60000 4475.91165 61.42744 100.00000 2585 81 2570 132.47658 132.47658 delete
25130019 366202 287352.90000 7440843.90000 291270.59000 7443005.80000 4474.60686 61.10876 100.00000 2585 82 2564 118.84760 132.47658 delete
25130019 366202 287352.90000 7440843.90000 291258.30000 7443027.70000 4474.49792 60.78719 100.00000 2585 83 2558 2020.82812 2020.53906 delete
25130019 366202 287352.90000 7440843.90000 291246.50000 7443049.80000 4475.05483 60.46649 100.00000 2585 84 2552 2020.53906 2020.82812 delete
25130019 366202 287352.90000 7440843.90000 291235.09000 7443072.20000 4476.23950 60.14503 100.00000 2585 85 2546 2128.53125 2075.85156 delete
25130019 366202 287352.90000 7440843.90000 291223.59000 7443094.30000 4477.33640 59.82649 100.00000 2585 86 2540 2075.85156 2075.85156 delete
25130019 366202 287352.90000 7440843.90000 291212.40000 7443116.90000 4479.09246 59.50462 100.00000 2585 87 2534 2072.83203 2072.83203 delete
25130019 366202 287352.90000 7440843.90000 291200.90000 7443139.30000 4480.62107 59.18318 100.00000 2585 88 2528 2071.45312 2071.45312 delete
25130019 366202 287352.90000 7440843.90000 291188.70000 7443161.30000 4481.48462 58.86171 100.00000 2585 89 2522 2071.26562 2071.26562 delete
25130019 366202 287352.90000 7440843.90000 291176.30000 7443183.10000 4482.21421 58.54123 100.00000 2585 90 2516 2071.01172 2071.26562 delete
25130019 366202 287352.90000 7440843.90000 291163.50000 7443204.80000 4482.69129 58.21925 101.00000 2585 91 2510 2088.82031 2087.57031 delete
25130019 366202 287352.90000 7440843.90000 291150.59000 7443226.40000 4483.16357 57.89769 100.00000 2585 92 2504 2087.57031 2087.57031 delete
25130019 366202 287352.90000 7440843.90000 291137.90000 7443247.90000 4483.90912 57.57879 100.00000 2585 93 2498 2086.97266 2086.97266 delete
25130019 366202 287352.90000 7440843.90000 291126.20000 7443270.00000 4485.95075 57.26040 100.00000 2585 94 2492 2086.77344 2086.97266 delete
25130019 366202 287352.90000 7440843.90000 291114.40000 7443292.00000 4487.99241 56.94268 100.00000 2585 95 2486 2086.97266 2086.97266 delete
25130019 366202 287352.90000 7440843.90000 291103.20000 7443314.30000 4490.83803 56.62628 100.00000 2585 96 2480 2087.04297 2087.04297 delete
25130019 366202 287352.90000 7440843.90000 291091.50000 7443336.40000 4493.29347 56.30887 100.00000 2585 97 2474 2088.05859 2088.05859 delete
25130019 366202 287352.90000 7440843.90000 291079.50000 7443358.20000 4495.47017 55.99285 101.00000 2585 98 2468 2090.10938 2090.10938 delete
25130019 366202 287352.90000 7440843.90000 291067.30000 7443380.20000 4497.73110 55.67361 101.00000 2585 99 2462 2090.14062 2090.10938 delete
